,State type
2998,0
2999,1
3000,1
3001,0
3002,1
3003,0
3004,0
3005,0
3006,0
3007,0
3008,0
3009,1
3010,0
3011,0
3012,1
3013,1
3014,1
3015,1
3016,0
3017,1
3018,0
3019,1
3020,1
3021,1
3022,1
3023,1
3024,1
3025,0
3026,0
3027,1
3028,1
3029,0
3030,0
3031,1
3032,1
3033,1
3034,0
3035,1
3036,1
3037,1
3038,0
3039,1
3040,1
3041,0
3042,1
3043,0
3044,0
3045,0
3046,0
3047,1
3048,1
3049,1
3050,1
3051,0
3052,0
3053,0
3054,0
3055,1
3056,1
3057,0
3058,0
3059,1
3060,1
3061,1
3062,0
3063,1
3064,1
3065,1
3066,1
3067,0
3068,0
3069,0
3070,0
3071,0
3072,0
3073,1
3074,0
3075,1
3076,0
3077,1
3078,1
3079,1
3080,1
3081,1
3082,1
3083,1
3084,1
3085,0
3086,0
3087,0
3088,0
3089,1
3090,1
3091,0
3092,1
3093,0
3094,1
3095,0
3096,0
3097,0
3098,1
3099,0
3100,0
3101,1
3102,1
3103,1
3104,1
3105,0
3106,1
3107,1
3108,0
3109,1
3110,1
3111,0
3112,1
3113,1
3114,1
3115,1
3116,0
3117,0
3118,0
3119,0
3120,0
3121,1
3122,1
3123,0
3124,0
3125,1
3126,1
3127,0
3128,1
3129,0
3130,0
3131,0
3132,1
3133,1
3134,0
3135,0
3136,1
3137,1
3138,0
3139,1
3140,1
3141,1
3142,1
3143,1
3144,1
3145,0
3146,0
3147,1
3148,0
3149,1
3150,1
3151,1
3152,1
3153,1
3154,1
3155,1
3156,0
3157,0
3158,0
3159,0
3160,0
3161,0
3162,1
3163,1
3164,1
3165,1
3166,0
3167,0
3168,1
3169,0
3170,0
3171,1
3172,1
3173,0
3174,0
3175,0
3176,1
3177,1
3178,0
3179,1
3180,0
3181,0
3182,1
3183,0
3184,0
3185,1
3186,0
3187,0
3188,1
3189,1
3190,0
3191,0
3192,1
3193,0
3194,1
3195,1
3196,0
3197,1
3198,1
3199,0
3200,1
3201,0
3202,0
3203,1
3204,1
3205,1
3206,0
3207,1
3208,1
3209,1
3210,1
3211,0
3212,0
3213,1
3214,1
3215,0
3216,0
3217,0
3218,1
3219,1
3220,0
3221,1
3222,0
3223,1
3224,1
3225,1
3226,0
3227,1
3228,0
3229,0
3230,1
3231,0
3232,1
3233,0
3234,1
3235,1
3236,1
3237,1
3238,1
3239,0
3240,0
3241,1
3242,0
3243,0
3244,1
3245,1
3246,0
3247,1
3248,1
3249,0
3250,0
3251,0
3252,1
3253,1
3254,0
3255,1
3256,0
3257,1
3258,0
3259,1
3260,1
3261,0
3262,1
3263,0
3264,1
3265,1
3266,1
3267,0
3268,0
3269,1
3270,0
3271,1
3272,0
3273,0
3274,1
3275,0
3276,0
3277,1
3278,0
3279,1
3280,1
3281,1
3282,0
3283,0
3284,1
3285,0
3286,1
3287,1
3288,1
3289,0
3290,0
3291,1
3292,1
3293,0
3294,1
3295,1
3296,0
3297,0
3298,1
3299,1
3300,0
3301,0
3302,0
3303,1
3304,1
3305,1
3306,1
3307,0
3308,1
3309,1
3310,1
3311,1
3312,1
3313,0
3314,0
3315,1
3316,0
3317,1
3318,1
3319,1
3320,1
3321,1
3322,0
3323,0
3324,0
3325,0
3326,1
3327,1
3328,1
3329,1
3330,1
3331,1
3332,1
3333,0
3334,0
3335,0
3336,1
3337,0
3338,0
3339,1
3340,1
3341,1
3342,0
3343,0
3344,1
3345,0
3346,0
3347,1
3348,0
3349,0
3350,0
3351,0
3352,1
3353,1
3354,0
3355,1
3356,0
3357,0
3358,1
3359,1
3360,0
3361,0
3362,0
3363,1
3364,0
3365,0
3366,1
3367,0
3368,0
3369,0
3370,0
3371,0
3372,0
3373,0
3374,1
3375,0
3376,0
3377,1
3378,0
3379,0
3380,0
3381,1
3382,1
3383,0
3384,0
3385,0
3386,1
3387,1
3388,1
3389,1
3390,0
3391,1
3392,1
3393,0
3394,1
3395,1
3396,1
3397,0
3398,1
3399,1
3400,0
3401,0
3402,1
3403,0
3404,0
3405,0
3406,1
3407,0
3408,0
3409,1
3410,1
3411,1
3412,0
3413,0
3414,1
3415,0
3416,0
3417,1
3418,0
3419,1
3420,1
3421,0
3422,0
3423,0
3424,0
3425,1
3426,1
3427,0
3428,1
3429,1
3430,0
3431,1
3432,0
3433,0
3434,1
3435,1
3436,0
3437,0
3438,1
3439,0
3440,1
3441,1
3442,1
3443,0
3444,0
3445,1
3446,0
3447,1
3448,1
3449,1
3450,1
3451,1
3452,0
3453,1
3454,0
3455,0
3456,0
3457,0
3458,1
3459,0
3460,1
3461,0
3462,1
3463,1
3464,0
3465,0
3466,1
3467,0
3468,1
3469,0
3470,1
3471,1
3472,0
3473,0
3474,0
3475,0
3476,1
3477,0
3478,0
3479,0
3480,1
3481,0
3482,0
3483,1
3484,1
3485,0
3486,1
3487,1
3488,0
3489,1
3490,0
3491,0
3492,1
3493,0
3494,0
3495,0
3496,0
3497,1
3498,1
3499,0
3500,0
3501,1
3502,0
3503,1
3504,0
3505,1
3506,1
3507,0
3508,1
3509,1
3510,0
3511,1
3512,0
3513,0
3514,0
3515,1
3516,0
3517,1
3518,1
3519,1
3520,0
3521,0
3522,0
3523,1
3524,1
3525,1
3526,0
3527,0
3528,0
3529,1
3530,1
3531,1
3532,0
3533,1
3534,1
3535,1
3536,0
3537,1
3538,0
3539,0
3540,0
3541,1
3542,1
3543,0
3544,0
3545,1
3546,0
3547,0
3548,1
3549,1
3550,1
3551,0
3552,0
3553,1
3554,1
3555,1
3556,1
3557,1
3558,0
3559,0
3560,0
3561,1
3562,1
3563,1
3564,1
3565,0
3566,1
3567,1
3568,1
3569,1
3570,1
3571,1
3572,0
3573,0
3574,1
3575,0
3576,1
3577,0
3578,0
3579,1
3580,1
3581,0
3582,1
3583,1
3584,1
3585,0
3586,1
3587,0
3588,1
3589,1
3590,0
3591,1
3592,1
3593,1
3594,0
3595,0
3596,1
3597,0
3598,0
3599,0
3600,0
3601,0
3602,0
3603,1
3604,0
3605,1
3606,0
3607,0
3608,0
3609,1
3610,1
3611,0
3612,1
3613,1
3614,1
3615,1
3616,1
3617,1
3618,0
3619,0
3620,0
3621,1
3622,0
3623,0
3624,1
3625,0
3626,1
3627,1
3628,1
3629,1
3630,1
3631,0
3632,0
3633,1
3634,0
3635,1
3636,0
3637,0
3638,1
3639,1
3640,0
3641,1
3642,0
3643,1
3644,1
3645,0
3646,0
3647,0
3648,0
3649,1
3650,0
3651,1
3652,1
3653,0
3654,1
3655,1
3656,1
3657,1
3658,0
3659,1
3660,0
3661,0
3662,0
3663,0
3664,1
3665,1
3666,0
3667,0
3668,1
3669,1
3670,1
3671,0
3672,0
3673,0
3674,0
3675,0
3676,0
3677,1
3678,1
3679,1
3680,0
3681,0
3682,0
3683,1
3684,1
3685,0
3686,1
3687,0
3688,1
3689,1
3690,0
3691,0
3692,1
3693,0
3694,0
3695,0
3696,0
3697,0
3698,1
3699,0
3700,1
3701,1
3702,1
3703,0
3704,1
3705,1
3706,1
3707,0
3708,0
3709,1
3710,1
3711,1
3712,0
3713,1
3714,0
3715,0
3716,0
3717,1
3718,0
3719,0
3720,1
3721,0
3722,0
3723,0
3724,1
3725,1
3726,1
3727,0
3728,1
3729,1
3730,1
3731,1
3732,0
3733,1
3734,0
3735,0
3736,0
3737,1
3738,0
3739,0
3740,0
3741,1
3742,0
3743,0
3744,0
3745,1
3746,0
3747,1
3748,1
3749,0
3750,0
3751,1
3752,1
3753,1
3754,1
3755,0
3756,1
3757,0
3758,1
3759,1
3760,0
3761,1
3762,0
3763,1
3764,1
3765,1
3766,0
3767,0
3768,1
3769,0
3770,1
3771,0
3772,0
3773,1
3774,0
3775,1
3776,0
3777,0
3778,0
3779,1
3780,1
3781,1
3782,1
3783,1
3784,1
3785,0
3786,0
3787,0
3788,1
3789,1
3790,0
3791,1
3792,0
3793,0
3794,0
3795,0
3796,0
3797,1
3798,0
3799,0
3800,0
3801,0
3802,0
3803,1
3804,1
3805,1
3806,1
3807,0
3808,1
3809,0
3810,1
3811,0
3812,1
3813,0
3814,0
3815,0
3816,0
3817,0
3818,0
3819,0
3820,0
3821,0
3822,1
3823,0
3824,1
3825,1
3826,1
3827,1
3828,1
3829,0
3830,1
3831,0
3832,1
3833,0
3834,1
3835,1
3836,1
3837,0
3838,1
3839,1
3840,1
3841,1
3842,0
3843,1
3844,1
3845,1
3846,1
3847,1
3848,0
3849,0
3850,0
3851,0
3852,1
3853,0
3854,1
3855,1
3856,1
3857,1
3858,0
3859,1
3860,1
3861,0
3862,1
3863,1
3864,0
3865,0
3866,1
3867,1
3868,0
3869,1
3870,1
3871,1
3872,0
3873,1
3874,1
3875,1
3876,1
3877,0
3878,0
3879,1
3880,1
3881,0
3882,0
3883,0
3884,0
3885,0
3886,1
3887,0
3888,0
3889,1
3890,1
3891,1
3892,0
3893,0
3894,1
3895,0
3896,1
3897,1
3898,1
3899,1
3900,0
3901,1
3902,0
3903,0
3904,0
3905,1
3906,0
3907,1
3908,0
3909,1
3910,0
3911,0
3912,0
3913,1
3914,0
3915,0
3916,1
3917,1
3918,0
3919,0
3920,0
3921,0
3922,1
3923,0
3924,1
3925,0
3926,1
3927,1
3928,1
3929,0
3930,1
3931,1
3932,0
3933,1
3934,1
3935,0
3936,1
3937,0
3938,0
3939,0
3940,0
3941,0
3942,0
3943,0
3944,1
3945,0
3946,1
3947,1
3948,1
3949,1
3950,0
3951,1
3952,0
3953,0
3954,0
3955,0
3956,0
3957,1
3958,1
3959,1
3960,1
3961,1
3962,0
3963,0
3964,0
3965,0
3966,0
3967,0
3968,0
3969,1
3970,1
3971,0
3972,1
3973,1
3974,0
3975,1
3976,1
3977,1
3978,0
3979,0
3980,1
3981,0
3982,1
3983,0
3984,0
3985,0
3986,1
3987,1
3988,1
3989,0
3990,0
3991,0
3992,0
3993,1
3994,1
3995,0
3996,1
3997,1
3998,0
3999,0
4000,0
4001,1
4002,0
4003,0
4004,0
4005,0
4006,0
4007,0
4008,1
4009,1
4010,1
4011,1
4012,1
4013,1
4014,0
4015,0
4016,0
4017,1
4018,1
4019,0
4020,0
4021,1
4022,0
4023,1
4024,0
4025,1
4026,1
4027,0
4028,1
4029,1
4030,0
4031,0
4032,0
4033,1
4034,1
4035,0
4036,0
4037,1
4038,0
4039,0
4040,0
4041,1
4042,0
4043,0
4044,1
4045,0
4046,1
4047,0
4048,0
4049,1
4050,1
4051,1
4052,0
4053,0
4054,1
4055,1
4056,0
4057,1
4058,1
4059,0
4060,0
4061,0
4062,1
4063,0
4064,1
4065,0
4066,1
4067,1
4068,1
4069,0
4070,1
4071,1
4072,1
4073,1
4074,0
4075,1
4076,0
4077,1
4078,0
4079,0
4080,0
4081,0
4082,1
4083,0
4084,0
4085,1
4086,0
4087,0
4088,0
4089,0
4090,0
4091,0
4092,0
4093,1
4094,0
4095,0
4096,0
4097,1
4098,1
4099,1
4100,0
4101,1
4102,0
4103,0
4104,1
4105,1
4106,0
4107,1
4108,1
4109,1
4110,1
4111,0
4112,1
4113,0
4114,1
4115,0
4116,0
4117,1
4118,1
4119,0
4120,0
4121,1
4122,0
4123,1
4124,0
4125,1
4126,0
4127,1
4128,1
4129,0
4130,0
4131,0
4132,1
4133,1
4134,1
4135,1
4136,1
4137,1
4138,1
4139,0
4140,0
4141,0
4142,1
4143,0
4144,0
4145,1
4146,1
4147,0
4148,1
4149,0
4150,1
4151,0
4152,1
4153,1
4154,1
4155,0
4156,0
4157,0
4158,1
4159,1
4160,1
4161,1
4162,1
4163,0
4164,1
4165,0
4166,0
4167,0
4168,1
4169,1
4170,1
4171,0
4172,0
4173,0
4174,0
4175,1
4176,0
4177,1
4178,1
4179,1
4180,1
4181,0
4182,1
4183,0
4184,0
4185,0
4186,1
4187,0
4188,1
4189,1
4190,1
4191,1
4192,0
4193,0
4194,0
4195,1
4196,0
4197,0
4198,1
4199,0
4200,1
4201,1
4202,0
4203,1
4204,1
4205,1
4206,1
4207,1
4208,1
4209,1
4210,0
4211,0
4212,1
4213,1
4214,0
4215,0
4216,0
4217,1
4218,0
4219,0
4220,0
4221,1
4222,1
4223,0
4224,0
4225,1
4226,1
4227,0
4228,1
4229,0
4230,1
4231,0
4232,1
4233,1
4234,0
4235,1
4236,0
4237,0
4238,0
4239,1
4240,0
4241,0
4242,1
4243,0
4244,1
4245,0
4246,1
4247,0
4248,1
4249,0
4250,1
4251,1
4252,1
4253,1
4254,0
4255,1
4256,0
4257,0
4258,0
4259,0
4260,0
4261,1
4262,1
4263,0
4264,1
4265,1
4266,1
4267,1
4268,0
4269,1
4270,0
4271,0
4272,1
4273,0
4274,1
4275,1
4276,1
4277,1
4278,0
4279,0
4280,0
4281,0
4282,0
4283,0
4284,1
4285,0
4286,0
4287,0
4288,1
4289,0
4290,1
4291,1
4292,0
4293,1
4294,1
4295,1
4296,1
4297,1
4298,1
4299,1
4300,0
4301,1
4302,0
4303,1
4304,0
4305,1
4306,1
4307,1
4308,0
4309,0
4310,1
4311,1
4312,1
4313,0
4314,0
4315,0
4316,1
4317,1
4318,1
4319,0
4320,1
4321,1
4322,1
4323,0
4324,1
4325,1
4326,0
4327,0
4328,1
4329,1
4330,0
4331,0
4332,1
4333,1
4334,0
4335,1
4336,0
4337,0
4338,1
4339,1
4340,1
4341,1
4342,0
4343,1
4344,1
4345,0
4346,0
4347,0
4348,1
4349,0
4350,1
4351,0
4352,1
4353,0
4354,0
4355,1
4356,1
4357,0
4358,1
4359,0
4360,1
4361,0
4362,0
4363,0
4364,1
4365,0
4366,1
4367,1
4368,1
4369,0
4370,0
4371,1
4372,1
4373,0
4374,1
4375,1
4376,1
4377,0
4378,1
4379,1
4380,1
4381,0
4382,0
4383,1
4384,0
4385,0
4386,0
4387,0
4388,0
4389,1
4390,0
4391,1
4392,0
4393,1
4394,0
4395,0
4396,1
4397,1
4398,0
4399,0
4400,1
4401,1
4402,1
4403,0
4404,0
4405,1
4406,1
4407,0
4408,0
4409,0
4410,1
4411,0
4412,0
4413,0
4414,0
4415,1
4416,0
4417,1
4418,1
4419,1
4420,0
4421,0
4422,1
4423,0
4424,1
4425,0
4426,0
4427,0
4428,0
4429,0
4430,1
4431,1
4432,0
4433,0
4434,1
4435,0
4436,0
4437,0
4438,1
4439,0
4440,0
4441,0
4442,1
4443,1
4444,1
4445,1
4446,0
4447,0
4448,0
4449,0
4450,0
4451,1
4452,0
4453,1
4454,0
4455,0
4456,1
4457,0
4458,0
4459,1
4460,1
4461,0
4462,1
4463,0
4464,0
4465,0
4466,0
4467,0
4468,1
4469,1
4470,0
4471,1
4472,1
4473,0
4474,1
4475,1
4476,0
4477,1
4478,1
4479,1
4480,0
4481,0
4482,1
4483,1
4484,1
4485,1
4486,0
4487,1
4488,0
4489,1
4490,0
4491,0
4492,1
4493,0
4494,0
4495,1
4496,1
4497,0
4498,1
4499,1
4500,1
4501,1
4502,1
4503,1
4504,0
4505,1
4506,0
4507,1
4508,0
4509,1
4510,0
4511,0
4512,0
4513,1
4514,1
4515,1
4516,1
4517,0
4518,1
4519,0
4520,1
4521,0
4522,0
4523,1
4524,0
4525,0
4526,0
4527,1
4528,1
4529,1
4530,1
4531,1
4532,1
4533,0
4534,0
4535,1
4536,0
4537,0
4538,1
4539,1
4540,0
4541,1
4542,0
4543,1
4544,1
4545,1
4546,0
4547,1
4548,0
4549,0
4550,0
4551,1
4552,1
4553,0
4554,0
4555,1
4556,1
4557,1
4558,0
4559,1
4560,0
4561,0
4562,0
4563,0
4564,0
4565,0
4566,1
4567,1
4568,0
4569,0
4570,0
4571,1
4572,1
4573,1
4574,1
4575,1
4576,1
4577,0
4578,0
4579,1
4580,1
4581,0
4582,1
4583,1
4584,0
4585,0
4586,1
4587,1
4588,1
4589,1
4590,0
4591,0
4592,0
4593,1
4594,1
4595,0
4596,0
4597,0
4598,0
4599,1
4600,0
4601,0
4602,0
4603,1
4604,1
4605,0
4606,1
4607,0
4608,1
4609,1
4610,0
4611,1
4612,0
4613,1
4614,0
4615,1
4616,0
4617,1
4618,1
4619,0
4620,0
4621,1
4622,1
4623,0
4624,1
4625,0
4626,1
4627,1
4628,0
4629,0
4630,0
4631,0
4632,1
4633,0
4634,1
4635,1
4636,1
4637,1
4638,1
4639,0
4640,0
4641,1
4642,1
4643,1
4644,0
4645,0
4646,1
4647,0
4648,1
4649,1
4650,0
4651,0
4652,1
4653,0
4654,1
4655,1
4656,0
4657,0
4658,1
4659,0
4660,1
4661,0
4662,1
4663,1
4664,0
4665,1
4666,1
4667,1
4668,1
4669,0
4670,0
4671,0
4672,0
4673,1
4674,0
4675,0
4676,0
4677,0
4678,0
4679,0
4680,1
4681,1
4682,1
4683,1
4684,0
4685,1
4686,1
4687,0
4688,0
4689,0
4690,0
4691,1
4692,0
4693,0
4694,0
4695,0
4696,1
4697,1
4698,1
4699,1
4700,0
4701,1
4702,0
4703,0
4704,0
4705,0
4706,1
4707,1
4708,0
4709,0
4710,0
4711,0
4712,0
4713,0
4714,1
4715,0
4716,1
4717,0
4718,1
4719,1
4720,1
4721,1
4722,0
4723,0
4724,1
4725,1
4726,1
4727,1
4728,0
4729,1
4730,0
4731,1
4732,1
4733,1
4734,0
4735,0
4736,0
4737,1
4738,0
4739,0
4740,1
4741,0
4742,0
4743,0
4744,0
4745,1
4746,0
4747,1
4748,0
4749,0
4750,1
4751,0
4752,0
4753,1
4754,0
4755,1
4756,0
4757,0
4758,1
4759,1
4760,1
4761,0
4762,1
4763,0
4764,1
4765,0
4766,1
4767,1
4768,1
4769,0
4770,0
4771,0
4772,0
4773,1
4774,0
4775,0
4776,0
4777,0
4778,0
4779,1
4780,0
4781,1
4782,0
4783,1
4784,1
4785,1
4786,1
4787,0
4788,1
4789,1
4790,0
4791,1
4792,0
4793,0
4794,1
4795,0
4796,0
4797,0
4798,1
4799,1
4800,1
4801,0
4802,0
4803,0
4804,0
4805,0
4806,1
4807,0
4808,1
4809,0
4810,0
4811,1
4812,0
4813,1
4814,0
4815,1
4816,1
4817,0
4818,0
4819,0
4820,0
4821,1
4822,1
4823,0
4824,1
4825,0
4826,1
4827,0
4828,1
4829,1
4830,1
4831,1
4832,1
4833,1
4834,0
4835,1
4836,0
4837,0
4838,1
4839,0
4840,0
4841,1
4842,0
4843,1
4844,1
4845,1
4846,1
4847,1
4848,0
4849,1
4850,0
4851,0
4852,0
4853,0
4854,0
4855,1
4856,0
4857,1
4858,1
4859,0
4860,0
4861,0
4862,1
4863,1
4864,0
4865,1
4866,0
4867,1
4868,0
4869,0
4870,0
4871,0
4872,0
4873,0
4874,0
4875,0
4876,1
4877,1
4878,1
4879,0
4880,0
4881,0
4882,0
4883,0
4884,0
4885,1
4886,1
4887,0
4888,0
4889,0
4890,0
4891,1
4892,1
4893,0
4894,1
4895,0
4896,1
4897,1
4898,1
4899,0
4900,1
4901,1
4902,1
4903,0
4904,1
4905,1
4906,1
4907,1
4908,1
4909,0
4910,1
4911,0
4912,1
4913,0
4914,0
4915,1
4916,1
4917,0
4918,1
4919,0
4920,1
4921,0
4922,0
4923,1
4924,0
4925,0
4926,1
4927,0
4928,1
4929,1
4930,1
4931,1
4932,1
4933,1
4934,0
4935,1
4936,0
4937,0
4938,0
4939,0
4940,1
4941,0
4942,1
4943,0
4944,1
4945,0
4946,0
4947,1
4948,0
4949,1
4950,0
4951,0
4952,0
4953,1
4954,1
4955,1
4956,1
4957,0
4958,0
4959,0
4960,1
4961,1
4962,1
4963,1
4964,1
4965,1
4966,1
4967,1
4968,0
4969,0
4970,0
4971,0
4972,0
4973,0
4974,0
4975,0
4976,1
4977,0
4978,0
4979,1
4980,0
4981,0
4982,0
4983,0
4984,1
4985,0
4986,0
4987,1
4988,0
4989,1
4990,1
4991,0
4992,0
4993,0
4994,1
4995,0
4996,0
4997,1
4998,0
4999,1
5000,1
5001,1
5002,1
5003,1
5004,1
5005,0
5006,0
5007,0
5008,1
5009,1
5010,0
5011,0
5012,0
5013,0
5014,1
5015,1
5016,0
5017,0
5018,0
5019,0
5020,1
5021,1
5022,0
5023,0
5024,0
5025,1
5026,0
5027,0
5028,1
5029,1
5030,1
5031,0
5032,1
5033,1
5034,0
5035,0
5036,1
5037,1
5038,1
5039,1
5040,1
5041,1
5042,0
5043,1
5044,0
5045,1
5046,0
5047,1
5048,1
5049,1
5050,0
5051,1
5052,0
5053,0
5054,1
5055,1
5056,1
5057,0
5058,1
5059,1
5060,1
5061,1
5062,1
5063,1
5064,1
5065,1
5066,0
5067,1
5068,1
5069,1
5070,0
5071,1
5072,1
5073,1
5074,0
5075,0
5076,1
5077,1
5078,1
5079,0
5080,1
5081,1
5082,0
5083,1
5084,1
5085,1
5086,1
5087,1
5088,0
5089,0
5090,0
5091,0
5092,0
5093,0
5094,1
5095,0
5096,1
5097,0
5098,1
5099,1
5100,0
5101,1
5102,1
5103,1
5104,1
5105,1
5106,1
5107,1
5108,0
5109,1
5110,0
5111,1
5112,1
5113,0
5114,1
5115,1
5116,0
5117,1
5118,0
5119,1
5120,1
5121,0
5122,1
5123,1
5124,1
5125,0
5126,0
5127,1
5128,1
5129,1
5130,1
5131,0
5132,1
5133,1
5134,0
5135,1
5136,0
5137,1
5138,0
5139,0
5140,1
5141,1
5142,1
5143,0
5144,1
5145,1
5146,0
5147,1
5148,1
5149,0
5150,1
5151,0
5152,0
5153,1
5154,0
5155,1
5156,0
5157,1
5158,1
5159,0
5160,1
5161,0
5162,1
5163,0
5164,0
5165,1
5166,0
5167,0
5168,1
5169,0
5170,0
5171,1
5172,1
5173,1
5174,0
5175,0
5176,1
5177,1
5178,1
5179,1
5180,0
5181,1
5182,0
5183,0
5184,1
5185,1
5186,1
5187,0
5188,1
5189,0
5190,1
5191,0
5192,0
5193,1
5194,0
5195,0
5196,0
5197,1
5198,1
5199,1
5200,0
5201,1
5202,1
5203,1
5204,0
5205,1
5206,0
5207,0
5208,0
5209,1
5210,0
5211,1
5212,1
5213,1
5214,0
5215,0
5216,0
5217,1
5218,0
5219,0
5220,0
5221,0
5222,0
5223,1
5224,0
5225,1
5226,1
5227,0
5228,0
5229,1
5230,0
5231,0
5232,0
5233,1
5234,1
5235,1
5236,0
5237,0
5238,1
5239,1
5240,0
5241,1
5242,0
5243,1
5244,0
5245,0
5246,0
5247,1
5248,0
5249,1
5250,0
5251,0
5252,1
5253,1
5254,1
5255,0
5256,1
5257,0
5258,0
5259,0
5260,0
5261,1
5262,1
5263,0
5264,1
5265,1
5266,1
5267,1
5268,0
5269,0
5270,0
5271,1
5272,1
5273,0
5274,1
5275,0
5276,0
5277,0
5278,1
5279,1
5280,1
5281,1
5282,0
5283,1
5284,1
5285,0
5286,0
5287,0
5288,0
5289,0
5290,1
5291,0
5292,0
5293,0
5294,0
5295,1
5296,0
5297,0
5298,0
5299,0
5300,0
5301,0
5302,0
5303,1
5304,1
5305,0
5306,0
5307,1
5308,0
5309,0
5310,0
5311,0
5312,1
5313,0
5314,1
5315,1
5316,1
5317,0
5318,1
5319,0
5320,0
5321,0
5322,1
5323,0
5324,0
5325,0
5326,1
5327,1
5328,0
5329,1
5330,1
5331,0
5332,0
5333,1
5334,1
5335,1
5336,0
5337,1
5338,1
5339,0
5340,1
5341,1
5342,1
5343,1
5344,0
5345,1
5346,1
5347,1
5348,0
5349,0
5350,1
5351,0
5352,0
5353,0
5354,0
5355,1
5356,1
5357,1
5358,1
5359,0
5360,0
5361,1
5362,0
5363,0
5364,0
5365,1
5366,0
5367,1
5368,1
5369,0
5370,1
5371,1
5372,1
5373,1
5374,1
5375,0
5376,0
5377,1
5378,0
5379,0
5380,0
5381,0
5382,0
5383,0
5384,1
5385,1
5386,0
5387,1
5388,1
5389,0
5390,0
5391,1
5392,1
5393,0
5394,1
5395,0
5396,0
5397,1
5398,0
5399,0
5400,1
5401,1
5402,0
5403,1
5404,1
5405,0
5406,0
5407,1
5408,0
5409,1
5410,0
5411,1
5412,1
5413,1
5414,1
5415,0
5416,1
5417,0
5418,0
5419,0
5420,0
5421,1
5422,1
5423,1
5424,1
5425,0
5426,0
5427,1
5428,0
5429,1
5430,1
5431,1
5432,1
5433,0
5434,1
5435,0
5436,0
5437,1
5438,1
5439,0
5440,0
5441,1
5442,0
5443,1
5444,1
5445,1
5446,1
5447,1
5448,1
5449,1
5450,1
5451,0
5452,1
5453,1
5454,0
5455,1
5456,1
5457,1
5458,0
5459,1
5460,0
5461,0
5462,1
5463,0
5464,1
5465,0
5466,0
5467,1
5468,0
5469,1
5470,1
5471,0
5472,0
5473,1
5474,0
5475,1
5476,0
5477,0
5478,1
5479,0
5480,0
5481,1
5482,0
5483,1
5484,0
5485,1
5486,1
5487,1
5488,1
5489,1
5490,1
5491,0
5492,1
5493,0
5494,1
5495,1
5496,0
5497,1
5498,0
5499,1
5500,0
5501,0
5502,0
5503,1
5504,1
5505,0
5506,0
5507,0
5508,1
5509,1
5510,0
5511,0
5512,0
5513,0
5514,0
5515,0
5516,1
5517,0
5518,1
5519,0
5520,1
5521,1
5522,0
5523,1
5524,1
5525,0
5526,1
5527,1
5528,1
5529,0
5530,0
5531,0
5532,0
5533,0
5534,0
5535,1
5536,1
5537,1
5538,1
5539,0
5540,0
5541,0
5542,0
5543,0
5544,0
5545,0
5546,0
5547,1
5548,0
5549,1
5550,0
5551,1
5552,1
5553,1
5554,0
5555,1
5556,1
5557,0
5558,0
5559,0
5560,1
5561,0
5562,0
5563,1
5564,0
5565,1
5566,1
5567,0
5568,1
5569,1
5570,1
5571,0
5572,1
5573,0
5574,0
5575,1
5576,1
5577,0
5578,1
5579,0
5580,0
5581,1
5582,0
5583,0
5584,0
5585,0
5586,0
5587,0
5588,1
5589,0
5590,0
5591,1
5592,1
5593,0
5594,1
5595,1
5596,0
5597,0
5598,1
5599,1
5600,1
5601,1
5602,0
5603,0
5604,1
5605,1
5606,1
5607,1
5608,1
5609,1
5610,0
5611,1
5612,1
5613,0
5614,1
5615,0
5616,0
5617,1
5618,1
5619,1
5620,0
5621,1
5622,0
5623,0
5624,1
5625,0
5626,1
5627,1
5628,1
5629,0
5630,0
5631,1
5632,0
5633,0
5634,1
5635,1
5636,1
5637,1
5638,1
5639,1
5640,1
5641,1
5642,1
5643,1
5644,1
5645,1
5646,0
5647,1
5648,0
5649,1
5650,1
5651,0
5652,0
5653,0
5654,0
5655,0
5656,0
5657,1
5658,0
5659,0
5660,0
5661,0
5662,0
5663,1
5664,0
5665,1
5666,0
5667,0
5668,1
5669,1
5670,1
5671,1
5672,1
5673,1
5674,0
5675,1
5676,0
5677,1
5678,0
5679,1
5680,1
5681,1
5682,1
5683,0
5684,1
5685,1
5686,1
5687,0
5688,0
5689,0
5690,1
5691,1
5692,0
5693,1
5694,0
5695,1
5696,1
5697,0
5698,1
5699,0
5700,1
5701,0
5702,1
5703,0
5704,1
5705,1
5706,0
5707,0
5708,1
5709,1
5710,0
5711,0
5712,0
5713,1
5714,0
5715,0
5716,0
5717,0
5718,1
5719,1
5720,1
5721,0
5722,0
5723,1
5724,1
5725,1
5726,0
5727,0
5728,1
5729,1
5730,1
5731,0
5732,0
5733,0
5734,0
5735,0
5736,0
5737,1
5738,0
5739,1
5740,0
5741,1
5742,0
5743,0
5744,1
5745,0
5746,1
5747,0
5748,1
5749,0
5750,1
5751,1
5752,1
5753,1
5754,1
5755,0
5756,0
5757,1
5758,1
5759,1
5760,1
5761,0
5762,1
5763,1
5764,1
5765,0
5766,0
5767,0
5768,1
5769,0
5770,1
5771,0
5772,0
5773,1
5774,1
5775,1
5776,1
5777,1
5778,0
5779,0
5780,0
5781,1
5782,0
5783,0
5784,1
5785,0
5786,1
5787,0
5788,1
5789,0
5790,0
5791,1
5792,0
5793,1
5794,0
5795,0
5796,1
