,Labels
2998,0
2999,1
3000,0
3001,1
3002,0
3003,1
3004,0
3005,0
3006,0
3007,1
3008,0
3009,1
3010,1
3011,1
3012,1
3013,1
3014,1
3015,1
3016,0
3017,0
3018,0
3019,1
3020,1
3021,1
3022,1
3023,0
3024,1
3025,0
3026,1
3027,0
3028,1
3029,1
3030,1
3031,0
3032,1
3033,0
3034,0
3035,1
3036,0
3037,0
3038,1
3039,1
3040,0
3041,0
3042,1
3043,1
3044,1
3045,0
3046,0
3047,1
3048,1
3049,0
3050,0
3051,0
3052,0
3053,1
3054,1
3055,0
3056,1
3057,1
3058,1
3059,1
3060,0
3061,0
3062,1
3063,0
3064,0
3065,0
3066,1
3067,1
3068,0
3069,1
3070,0
3071,1
3072,0
3073,0
3074,1
3075,0
3076,0
3077,1
3078,0
3079,0
3080,0
3081,0
3082,0
3083,0
3084,0
3085,0
3086,1
3087,0
3088,0
3089,1
3090,0
3091,0
3092,0
3093,1
3094,1
3095,1
3096,1
3097,1
3098,0
3099,1
3100,0
3101,0
3102,0
3103,1
3104,1
3105,0
3106,1
3107,0
3108,0
3109,0
3110,0
3111,0
3112,0
3113,1
3114,0
3115,1
3116,0
3117,1
3118,0
3119,1
3120,1
3121,0
3122,0
3123,1
3124,1
3125,1
3126,1
3127,0
3128,0
3129,0
3130,0
3131,1
3132,0
3133,0
3134,1
3135,1
3136,0
3137,1
3138,1
3139,0
3140,1
3141,1
3142,1
3143,0
3144,1
3145,0
3146,0
3147,0
3148,1
3149,0
3150,0
3151,1
3152,1
3153,0
3154,1
3155,1
3156,0
3157,0
3158,0
3159,0
3160,1
3161,0
3162,1
3163,0
3164,0
3165,1
3166,1
3167,1
3168,1
3169,1
3170,0
3171,1
3172,1
3173,1
3174,1
3175,1
3176,1
3177,1
3178,1
3179,0
3180,0
3181,1
3182,0
3183,0
3184,0
3185,1
3186,1
3187,1
3188,1
3189,1
3190,1
3191,1
3192,0
3193,0
3194,0
3195,1
3196,1
3197,0
3198,0
3199,1
3200,1
3201,0
3202,1
3203,0
3204,0
3205,1
3206,1
3207,1
3208,0
3209,0
3210,0
3211,0
3212,1
3213,0
3214,0
3215,1
3216,0
3217,1
3218,1
3219,1
3220,0
3221,0
3222,0
3223,1
3224,0
3225,0
3226,1
3227,1
3228,0
3229,1
3230,1
3231,1
3232,0
3233,0
3234,1
3235,0
3236,1
3237,1
3238,0
3239,0
3240,1
3241,1
3242,1
3243,0
3244,1
3245,0
3246,0
3247,0
3248,1
3249,0
3250,1
3251,1
3252,0
3253,1
3254,1
3255,1
3256,0
3257,0
3258,0
3259,0
3260,0
3261,0
3262,0
3263,1
3264,1
3265,0
3266,1
3267,1
3268,0
3269,0
3270,1
3271,0
3272,1
3273,0
3274,1
3275,0
3276,1
3277,0
3278,0
3279,1
3280,0
3281,1
3282,0
3283,1
3284,0
3285,1
3286,1
3287,1
3288,1
3289,0
3290,1
3291,0
3292,0
3293,0
3294,1
3295,1
3296,0
3297,1
3298,1
3299,1
3300,1
3301,1
3302,1
3303,1
3304,1
3305,0
3306,0
3307,1
3308,0
3309,1
3310,0
3311,1
3312,1
3313,0
3314,0
3315,0
3316,1
3317,0
3318,1
3319,1
3320,1
3321,0
3322,1
3323,0
3324,0
3325,0
3326,0
3327,0
3328,0
3329,1
3330,0
3331,1
3332,1
3333,0
3334,1
3335,1
3336,1
3337,1
3338,1
3339,0
3340,1
3341,1
3342,0
3343,1
3344,1
3345,1
3346,0
3347,1
3348,0
3349,1
3350,0
3351,1
3352,0
3353,1
3354,0
3355,1
3356,0
3357,0
3358,1
3359,0
3360,1
3361,1
3362,0
3363,0
3364,1
3365,1
3366,1
3367,0
3368,1
3369,1
3370,1
3371,1
3372,0
3373,0
3374,0
3375,1
3376,1
3377,0
3378,0
3379,0
3380,1
3381,0
3382,1
3383,0
3384,1
3385,1
3386,0
3387,0
3388,0
3389,0
3390,1
3391,1
3392,1
3393,1
3394,1
3395,0
3396,0
3397,1
3398,0
3399,1
3400,0
3401,1
3402,1
3403,0
3404,0
3405,0
3406,0
3407,1
3408,0
3409,0
3410,1
3411,0
3412,1
3413,0
3414,0
3415,0
3416,1
3417,0
3418,1
3419,1
3420,1
3421,0
3422,1
3423,0
3424,0
3425,0
3426,0
3427,1
3428,0
3429,0
3430,1
3431,1
3432,0
3433,0
3434,0
3435,0
3436,1
3437,1
3438,1
3439,0
3440,0
3441,1
3442,1
3443,0
3444,1
3445,0
3446,1
3447,1
3448,0
3449,1
3450,1
3451,1
3452,1
3453,1
3454,1
3455,0
3456,0
3457,0
3458,0
3459,1
3460,0
3461,1
3462,0
3463,0
3464,0
3465,1
3466,1
3467,1
3468,0
3469,1
3470,1
3471,0
3472,0
3473,1
3474,1
3475,0
3476,0
3477,1
3478,1
3479,1
3480,1
3481,1
3482,1
3483,1
3484,1
3485,0
3486,1
3487,1
3488,0
3489,0
3490,1
3491,1
3492,0
3493,0
3494,0
3495,0
3496,1
3497,1
3498,1
3499,0
3500,1
3501,0
3502,0
3503,1
3504,0
3505,1
3506,0
3507,1
3508,0
3509,0
3510,0
3511,1
3512,0
3513,1
3514,0
3515,1
3516,1
3517,0
3518,1
3519,1
3520,1
3521,1
3522,0
3523,1
3524,0
3525,1
3526,0
3527,1
3528,0
3529,0
3530,1
3531,1
3532,0
3533,1
3534,0
3535,1
3536,0
3537,1
3538,1
3539,0
3540,0
3541,1
3542,1
3543,1
3544,0
3545,0
3546,0
3547,0
3548,1
3549,1
3550,0
3551,1
3552,1
3553,1
3554,1
3555,0
3556,0
3557,0
3558,1
3559,1
3560,0
3561,1
3562,0
3563,1
3564,1
3565,0
3566,1
3567,0
3568,0
3569,0
3570,0
3571,1
3572,1
3573,0
3574,0
3575,1
3576,1
3577,1
3578,0
3579,1
3580,1
3581,1
3582,0
3583,1
3584,0
3585,1
3586,1
3587,0
3588,0
3589,1
3590,0
3591,0
3592,1
3593,0
3594,0
3595,1
3596,1
3597,0
3598,0
3599,1
3600,1
3601,1
3602,1
3603,1
3604,1
3605,1
3606,0
3607,1
3608,1
3609,1
3610,0
3611,1
3612,1
3613,0
3614,1
3615,1
3616,0
3617,0
3618,1
3619,1
3620,1
3621,0
3622,0
3623,0
3624,1
3625,1
3626,1
3627,1
3628,0
3629,1
3630,0
3631,0
3632,0
3633,0
3634,0
3635,0
3636,0
3637,0
3638,0
3639,0
3640,1
3641,1
3642,1
3643,1
3644,1
3645,1
3646,0
3647,1
3648,1
3649,1
3650,0
3651,1
3652,0
3653,1
3654,0
3655,0
3656,1
3657,1
3658,1
3659,0
3660,1
3661,1
3662,0
3663,1
3664,1
3665,1
3666,0
3667,1
3668,1
3669,1
3670,1
3671,1
3672,1
3673,1
3674,1
3675,0
3676,1
3677,1
3678,1
3679,0
3680,1
3681,1
3682,0
3683,0
3684,1
3685,1
3686,1
3687,0
3688,1
3689,1
3690,0
3691,0
3692,0
3693,1
3694,1
3695,1
3696,1
3697,0
3698,1
3699,1
3700,1
3701,1
3702,0
3703,1
3704,0
3705,1
3706,1
3707,1
3708,0
3709,1
3710,1
3711,0
3712,1
3713,1
3714,1
3715,1
3716,1
3717,1
3718,1
3719,1
3720,0
3721,1
3722,0
3723,0
3724,1
3725,1
3726,0
3727,1
3728,1
3729,1
3730,0
3731,0
3732,1
3733,0
3734,1
3735,0
3736,1
3737,1
3738,1
3739,0
3740,1
3741,1
3742,1
3743,0
3744,0
3745,1
3746,1
3747,0
3748,1
3749,1
3750,0
3751,1
3752,1
3753,1
3754,1
3755,1
3756,0
3757,0
3758,1
3759,0
3760,0
3761,0
3762,0
3763,1
3764,0
3765,0
3766,0
3767,0
3768,0
3769,1
3770,0
3771,0
3772,1
3773,1
3774,1
3775,1
3776,1
3777,0
3778,0
3779,1
3780,1
3781,1
3782,1
3783,1
3784,0
3785,0
3786,1
3787,1
3788,1
3789,1
3790,1
3791,0
3792,0
3793,0
3794,0
3795,0
3796,1
3797,0
3798,0
3799,0
3800,0
3801,0
3802,1
3803,0
3804,0
3805,1
3806,0
3807,0
3808,0
3809,0
3810,1
3811,0
3812,0
3813,1
3814,0
3815,0
3816,1
3817,1
3818,1
3819,1
3820,1
3821,0
3822,0
3823,0
3824,0
3825,1
3826,1
3827,0
3828,0
3829,1
3830,0
3831,1
3832,0
3833,1
3834,0
3835,0
3836,1
3837,0
3838,0
3839,1
3840,1
3841,0
3842,1
3843,0
3844,0
3845,1
3846,0
3847,1
3848,0
3849,1
3850,0
3851,0
3852,0
3853,0
3854,1
3855,1
3856,0
3857,0
3858,0
3859,0
3860,0
3861,1
3862,1
3863,1
3864,1
3865,0
3866,1
3867,0
3868,1
3869,0
3870,1
3871,0
3872,0
3873,1
3874,0
3875,1
3876,1
3877,1
3878,0
3879,0
3880,1
3881,1
3882,0
3883,0
3884,1
3885,0
3886,0
3887,1
3888,0
3889,1
3890,0
3891,1
3892,0
3893,0
3894,1
3895,0
3896,1
3897,1
3898,1
3899,0
3900,1
3901,0
3902,0
3903,0
3904,0
3905,1
3906,1
3907,0
3908,1
3909,0
3910,0
3911,1
3912,0
3913,0
3914,1
3915,0
3916,0
3917,0
3918,0
3919,1
3920,0
3921,0
3922,1
3923,0
3924,1
3925,0
3926,1
3927,0
3928,1
3929,1
3930,0
3931,1
3932,1
3933,1
3934,1
3935,0
3936,1
3937,1
3938,1
3939,1
3940,0
3941,1
3942,0
3943,1
3944,0
3945,0
3946,1
3947,1
3948,1
3949,0
3950,1
3951,1
3952,1
3953,0
3954,0
3955,1
3956,0
3957,1
3958,0
3959,1
3960,0
3961,1
3962,0
3963,1
3964,1
3965,1
3966,1
3967,0
3968,0
3969,1
3970,1
3971,1
3972,1
3973,0
3974,1
3975,1
3976,1
3977,1
3978,0
3979,0
3980,1
3981,1
3982,0
3983,0
3984,1
3985,1
3986,1
3987,1
3988,1
3989,0
3990,0
3991,0
3992,0
3993,0
3994,1
3995,1
3996,0
3997,0
3998,1
3999,1
4000,1
4001,0
4002,0
4003,1
4004,1
4005,0
4006,0
4007,1
4008,0
4009,1
4010,0
4011,0
4012,1
4013,0
4014,0
4015,0
4016,0
4017,0
4018,0
4019,0
4020,0
4021,0
4022,0
4023,0
4024,0
4025,1
4026,0
4027,1
4028,0
4029,1
4030,0
4031,0
4032,0
4033,1
4034,0
4035,1
4036,0
4037,1
4038,1
4039,0
4040,0
4041,1
4042,0
4043,1
4044,0
4045,0
4046,1
4047,1
4048,0
4049,1
4050,1
4051,1
4052,0
4053,1
4054,0
4055,1
4056,1
4057,0
4058,0
4059,0
4060,1
4061,1
4062,0
4063,0
4064,1
4065,1
4066,1
4067,1
4068,0
4069,0
4070,0
4071,1
4072,0
4073,0
4074,0
4075,1
4076,0
4077,1
4078,1
4079,0
4080,1
4081,0
4082,0
4083,0
4084,1
4085,1
4086,1
4087,0
4088,1
4089,0
4090,1
4091,1
4092,1
4093,0
4094,0
4095,0
4096,0
4097,1
4098,0
4099,1
4100,0
4101,1
4102,1
4103,1
4104,0
4105,1
4106,0
4107,1
4108,0
4109,1
4110,0
4111,0
4112,1
4113,0
4114,0
4115,0
4116,0
4117,0
4118,0
4119,1
4120,1
4121,1
4122,1
4123,1
4124,0
4125,1
4126,0
4127,1
4128,1
4129,0
4130,0
4131,1
4132,0
4133,0
4134,1
4135,1
4136,0
4137,1
4138,1
4139,0
4140,1
4141,1
4142,0
4143,0
4144,1
4145,1
4146,0
4147,1
4148,1
4149,1
4150,1
4151,0
4152,1
4153,0
4154,1
4155,0
4156,0
4157,1
4158,1
4159,0
4160,1
4161,1
4162,0
4163,1
4164,1
4165,0
4166,1
4167,1
4168,0
4169,1
4170,1
4171,1
4172,0
4173,1
4174,0
4175,1
4176,1
4177,1
4178,0
4179,1
4180,1
4181,0
4182,0
4183,0
4184,0
4185,0
4186,0
4187,0
4188,0
4189,0
4190,1
4191,0
4192,0
4193,0
4194,0
4195,0
4196,1
4197,0
4198,1
4199,1
4200,1
4201,0
4202,1
4203,1
4204,0
4205,0
4206,0
4207,1
4208,1
4209,1
4210,0
4211,0
4212,0
4213,1
4214,0
4215,0
4216,0
4217,0
4218,0
4219,1
4220,0
4221,0
4222,1
4223,1
4224,1
4225,0
4226,0
4227,1
4228,1
4229,0
4230,1
4231,0
4232,0
4233,1
4234,0
4235,0
4236,1
4237,1
4238,1
4239,0
4240,1
4241,1
4242,1
4243,0
4244,1
4245,1
4246,1
4247,0
4248,0
4249,1
4250,0
4251,1
4252,0
4253,1
4254,1
4255,0
4256,0
4257,1
4258,1
4259,0
4260,1
4261,0
4262,1
4263,1
4264,0
4265,0
4266,1
4267,1
4268,0
4269,1
4270,1
4271,1
4272,0
4273,1
4274,1
4275,0
4276,1
4277,1
4278,1
4279,1
4280,0
4281,0
4282,0
4283,0
4284,1
4285,1
4286,0
4287,1
4288,1
4289,1
4290,0
4291,0
4292,0
4293,0
4294,0
4295,0
4296,0
4297,1
4298,0
4299,0
4300,0
4301,1
4302,1
4303,0
4304,0
4305,0
4306,1
4307,0
4308,1
4309,1
4310,1
4311,1
4312,0
4313,1
4314,1
4315,0
4316,1
4317,1
4318,0
4319,0
4320,1
4321,0
4322,0
4323,1
4324,0
4325,1
4326,0
4327,0
4328,0
4329,0
4330,0
4331,1
4332,1
4333,1
4334,0
4335,0
4336,1
4337,1
4338,0
4339,1
4340,1
4341,0
4342,1
4343,0
4344,1
4345,0
4346,1
4347,1
4348,0
4349,1
4350,1
4351,0
4352,0
4353,1
4354,0
4355,0
4356,1
4357,1
4358,1
4359,1
4360,1
4361,1
4362,1
4363,1
4364,1
4365,1
4366,0
4367,0
4368,0
4369,1
4370,1
4371,0
4372,0
4373,1
4374,0
4375,1
4376,0
4377,0
4378,0
4379,1
4380,0
4381,1
4382,1
4383,1
4384,1
4385,0
4386,0
4387,1
4388,1
4389,1
4390,1
4391,0
4392,1
4393,1
4394,1
4395,1
4396,1
4397,0
4398,0
4399,0
4400,1
4401,1
4402,1
4403,0
4404,1
4405,1
4406,1
4407,1
4408,0
4409,1
4410,0
4411,0
4412,1
4413,1
4414,0
4415,0
4416,1
4417,0
4418,1
4419,1
4420,1
4421,1
4422,0
4423,1
4424,1
4425,0
4426,0
4427,1
4428,0
4429,0
4430,0
4431,1
4432,0
4433,0
4434,1
4435,1
4436,0
4437,0
4438,0
4439,1
4440,1
4441,1
4442,0
4443,0
4444,0
4445,1
4446,1
4447,1
4448,1
4449,0
4450,1
4451,0
4452,1
4453,0
4454,0
4455,1
4456,1
4457,1
4458,0
4459,0
4460,0
4461,0
4462,0
4463,0
4464,0
4465,0
4466,0
4467,1
4468,0
4469,1
4470,0
4471,0
4472,0
4473,0
4474,1
4475,0
4476,1
4477,0
4478,0
4479,0
4480,0
4481,0
4482,0
4483,0
4484,0
4485,1
4486,1
4487,0
4488,0
4489,1
4490,1
4491,0
4492,0
4493,0
4494,1
4495,0
4496,0
4497,1
4498,1
4499,0
4500,1
4501,1
4502,0
4503,0
4504,0
4505,0
4506,0
4507,1
4508,0
4509,1
4510,1
4511,1
4512,1
4513,1
4514,1
4515,1
4516,0
4517,0
4518,1
4519,0
4520,0
4521,1
4522,1
4523,1
4524,1
4525,1
4526,1
4527,1
4528,0
4529,0
4530,1
4531,0
4532,1
4533,1
4534,1
4535,1
4536,0
4537,0
4538,1
4539,0
4540,1
4541,1
4542,1
4543,1
4544,1
4545,0
4546,0
4547,0
4548,0
4549,1
4550,1
4551,0
4552,0
4553,1
4554,0
4555,1
4556,0
4557,1
4558,1
4559,1
4560,1
4561,1
4562,1
4563,1
4564,1
4565,1
4566,1
4567,0
4568,0
4569,1
4570,1
4571,0
4572,1
4573,0
4574,0
4575,0
4576,0
4577,1
4578,0
4579,1
4580,1
4581,1
4582,0
4583,1
4584,1
4585,0
4586,0
4587,0
4588,1
4589,1
4590,1
4591,0
4592,1
4593,1
4594,0
4595,1
4596,0
4597,0
4598,0
4599,0
4600,0
4601,0
4602,1
4603,1
4604,0
4605,0
4606,1
4607,1
4608,0
4609,1
4610,0
4611,1
4612,0
4613,1
4614,0
4615,1
4616,0
4617,1
4618,1
4619,1
4620,1
4621,1
4622,1
4623,0
4624,0
4625,1
4626,1
4627,0
4628,1
4629,0
4630,1
4631,0
4632,1
4633,1
4634,0
4635,1
4636,0
4637,0
4638,1
4639,0
4640,1
4641,1
4642,1
4643,0
4644,1
4645,0
4646,1
4647,0
4648,0
4649,1
4650,0
4651,0
4652,0
4653,0
4654,0
4655,0
4656,0
4657,1
4658,1
4659,0
4660,0
4661,1
4662,1
4663,0
4664,0
4665,1
4666,1
4667,1
4668,0
4669,1
4670,1
4671,1
4672,1
4673,0
4674,1
4675,0
4676,0
4677,0
4678,1
4679,1
4680,0
4681,1
4682,0
4683,1
4684,0
4685,0
4686,0
4687,1
4688,1
4689,0
4690,1
4691,0
4692,0
4693,0
4694,1
4695,0
4696,0
4697,0
4698,0
4699,1
4700,0
4701,0
4702,0
4703,0
4704,1
4705,1
4706,1
4707,0
4708,1
4709,0
4710,0
4711,0
4712,0
4713,0
4714,0
4715,0
4716,1
4717,0
4718,0
4719,0
4720,0
4721,1
4722,0
4723,0
4724,1
4725,1
4726,1
4727,1
4728,0
4729,0
4730,0
4731,0
4732,1
4733,0
4734,1
4735,0
4736,1
4737,0
4738,1
4739,0
4740,0
4741,1
4742,1
4743,1
4744,0
4745,0
4746,0
4747,1
4748,0
4749,0
4750,0
4751,1
4752,0
4753,1
4754,1
4755,0
4756,0
4757,0
4758,1
4759,0
4760,0
4761,1
4762,0
4763,1
4764,1
4765,0
4766,1
4767,1
4768,0
4769,1
4770,0
4771,0
4772,1
4773,0
4774,1
4775,1
4776,0
4777,0
4778,0
4779,1
4780,1
4781,0
4782,1
4783,0
4784,1
4785,0
4786,0
4787,0
4788,0
4789,1
4790,0
4791,1
4792,0
4793,1
4794,1
4795,0
4796,0
4797,1
4798,1
4799,0
4800,1
4801,0
4802,0
4803,0
4804,1
4805,0
4806,1
4807,0
4808,1
4809,0
4810,1
4811,1
4812,0
4813,1
4814,0
4815,1
4816,0
4817,1
4818,0
4819,0
4820,0
4821,0
4822,1
4823,1
4824,1
4825,1
4826,1
4827,1
4828,1
4829,1
4830,0
4831,0
4832,0
4833,0
4834,0
4835,1
4836,0
4837,1
4838,1
4839,1
4840,0
4841,0
4842,0
4843,1
4844,0
4845,1
4846,1
4847,1
4848,1
4849,1
4850,1
4851,1
4852,0
4853,1
4854,0
4855,1
4856,1
4857,1
4858,0
4859,0
4860,0
4861,0
4862,0
4863,0
4864,1
4865,0
4866,1
4867,0
4868,1
4869,0
4870,1
4871,1
4872,1
4873,0
4874,0
4875,0
4876,0
4877,0
4878,1
4879,1
4880,1
4881,1
4882,1
4883,1
4884,1
4885,1
4886,0
4887,1
4888,1
4889,1
4890,0
4891,1
4892,1
4893,0
4894,1
4895,0
4896,1
4897,0
4898,1
4899,0
4900,1
4901,1
4902,0
4903,0
4904,0
4905,0
4906,0
4907,0
4908,1
4909,0
4910,1
4911,1
4912,1
4913,1
4914,0
4915,0
4916,1
4917,0
4918,1
4919,1
4920,0
4921,1
4922,0
4923,0
4924,0
4925,0
4926,1
4927,1
4928,1
4929,0
4930,1
4931,1
4932,0
4933,1
4934,0
4935,0
4936,1
4937,1
4938,0
4939,1
4940,1
4941,0
4942,1
4943,0
4944,0
4945,0
4946,0
4947,1
4948,0
4949,0
4950,0
4951,0
4952,1
4953,1
4954,0
4955,1
4956,1
4957,1
4958,1
4959,0
4960,0
4961,1
4962,1
4963,1
4964,0
4965,1
4966,0
4967,0
4968,1
4969,0
4970,1
4971,1
4972,1
4973,0
4974,1
4975,1
4976,0
4977,1
4978,1
4979,1
4980,1
4981,0
4982,1
4983,1
4984,0
4985,1
4986,0
4987,1
4988,0
4989,1
4990,0
4991,0
4992,0
4993,1
4994,1
4995,1
4996,1
4997,1
4998,1
4999,1
5000,1
5001,1
5002,1
5003,1
5004,1
5005,0
5006,0
5007,0
5008,0
5009,1
5010,1
5011,0
5012,0
5013,1
5014,1
5015,1
5016,0
5017,0
5018,0
5019,0
5020,0
5021,1
5022,0
5023,1
5024,1
5025,0
5026,1
5027,1
5028,1
5029,1
5030,0
5031,0
5032,0
5033,1
5034,1
5035,1
5036,0
5037,0
5038,1
5039,1
5040,1
5041,1
5042,1
5043,1
5044,0
5045,1
5046,0
5047,0
5048,1
5049,1
5050,0
5051,1
5052,0
5053,1
5054,0
5055,0
5056,1
5057,1
5058,0
5059,1
5060,0
5061,0
5062,1
5063,1
5064,0
5065,0
5066,1
5067,0
5068,1
5069,1
5070,1
5071,1
5072,0
5073,0
5074,1
5075,0
5076,1
5077,0
5078,1
5079,0
5080,1
5081,0
5082,1
5083,0
5084,0
5085,1
5086,0
5087,0
5088,1
5089,0
5090,1
5091,1
5092,1
5093,1
5094,1
5095,0
5096,1
5097,0
5098,0
5099,0
5100,0
5101,1
5102,1
5103,1
5104,1
5105,0
5106,0
5107,0
5108,0
5109,1
5110,1
5111,1
5112,0
5113,0
5114,0
5115,0
5116,1
5117,1
5118,1
5119,1
5120,0
5121,1
5122,1
5123,0
5124,0
5125,0
5126,1
5127,1
5128,0
5129,0
5130,1
5131,0
5132,0
5133,1
5134,1
5135,0
5136,1
5137,0
5138,1
5139,1
5140,1
5141,1
5142,0
5143,0
5144,1
5145,0
5146,0
5147,1
5148,1
5149,0
5150,0
5151,1
5152,0
5153,0
5154,1
5155,1
5156,0
5157,0
5158,0
5159,0
5160,0
5161,1
5162,1
5163,0
5164,1
5165,1
5166,1
5167,0
5168,1
5169,0
5170,1
5171,1
5172,0
5173,1
5174,0
5175,1
5176,1
5177,0
5178,0
5179,1
5180,1
5181,1
5182,1
5183,0
5184,0
5185,1
5186,0
5187,0
5188,0
5189,1
5190,0
5191,0
5192,1
5193,1
5194,0
5195,1
5196,0
5197,1
5198,1
5199,0
5200,1
5201,1
5202,0
5203,0
5204,0
5205,0
5206,1
5207,0
5208,0
5209,0
5210,0
5211,1
5212,1
5213,1
5214,1
5215,0
5216,1
5217,0
5218,1
5219,0
5220,1
5221,1
5222,1
5223,1
5224,0
5225,0
5226,0
5227,0
5228,0
5229,1
5230,1
5231,0
5232,1
5233,1
5234,0
5235,1
5236,0
5237,1
5238,0
5239,1
5240,1
5241,1
5242,0
5243,0
5244,1
5245,0
5246,0
5247,1
5248,0
5249,0
5250,0
5251,1
5252,0
5253,1
5254,1
5255,0
5256,0
5257,1
5258,1
5259,0
5260,0
5261,0
5262,0
5263,1
5264,1
5265,0
5266,0
5267,1
5268,1
5269,0
5270,1
5271,0
5272,0
5273,0
5274,0
5275,1
5276,0
5277,0
5278,1
5279,1
5280,1
5281,1
5282,1
5283,0
5284,1
5285,0
5286,1
5287,0
5288,1
5289,1
5290,0
5291,0
5292,1
5293,0
5294,1
5295,0
5296,0
5297,0
5298,0
5299,0
5300,0
5301,1
5302,0
5303,0
5304,0
5305,0
5306,1
5307,0
5308,0
5309,1
5310,0
5311,1
5312,1
5313,0
5314,1
5315,1
5316,0
5317,0
5318,1
5319,1
5320,0
5321,1
5322,0
5323,1
5324,1
5325,0
5326,0
5327,1
5328,0
5329,0
5330,0
5331,0
5332,1
5333,0
5334,0
5335,0
5336,1
5337,0
5338,0
5339,1
5340,0
5341,1
5342,1
5343,0
5344,1
5345,1
5346,0
5347,1
5348,0
5349,1
5350,0
5351,0
5352,1
5353,1
5354,1
5355,1
5356,0
5357,1
5358,1
5359,1
5360,1
5361,0
5362,1
5363,1
5364,1
5365,0
5366,0
5367,1
5368,0
5369,0
5370,0
5371,1
5372,0
5373,0
5374,0
5375,0
5376,0
5377,1
5378,1
5379,0
5380,0
5381,0
5382,1
5383,1
5384,1
5385,1
5386,0
5387,1
5388,0
5389,1
5390,1
5391,0
5392,0
5393,0
5394,1
5395,1
5396,1
5397,1
5398,0
5399,0
5400,0
5401,1
5402,0
5403,1
5404,0
5405,1
5406,1
5407,1
5408,1
5409,1
5410,0
5411,0
5412,1
5413,0
5414,0
5415,0
5416,1
5417,1
5418,0
5419,0
5420,1
5421,0
5422,0
5423,1
5424,0
5425,0
5426,0
5427,0
5428,0
5429,1
5430,0
5431,1
5432,1
5433,0
5434,0
5435,1
5436,0
5437,1
5438,0
5439,0
5440,0
5441,0
5442,1
5443,1
5444,0
5445,0
5446,1
5447,0
5448,1
5449,1
5450,0
5451,1
5452,1
5453,1
5454,0
5455,0
5456,1
5457,0
5458,1
5459,0
5460,0
5461,1
5462,1
5463,1
5464,0
5465,1
5466,1
5467,0
5468,0
5469,1
5470,1
5471,0
5472,1
5473,1
5474,1
5475,1
5476,1
5477,1
5478,0
5479,1
5480,1
5481,0
5482,1
5483,0
5484,0
5485,1
5486,0
5487,0
5488,0
5489,1
5490,1
5491,0
5492,1
5493,0
5494,1
5495,1
5496,0
5497,1
5498,0
5499,1
5500,1
5501,0
5502,0
5503,0
5504,1
5505,0
5506,1
5507,1
5508,1
5509,1
5510,1
5511,1
5512,0
5513,0
5514,1
5515,1
5516,1
5517,0
5518,0
5519,1
5520,1
5521,0
5522,1
5523,1
5524,0
5525,1
5526,0
5527,0
5528,0
5529,1
5530,0
5531,1
5532,1
5533,1
5534,1
5535,1
5536,0
5537,0
5538,0
5539,1
5540,1
5541,0
5542,1
5543,1
5544,0
5545,1
5546,1
5547,0
5548,0
5549,0
5550,0
5551,0
5552,0
5553,0
5554,1
5555,0
5556,0
5557,0
5558,1
5559,0
5560,0
5561,1
5562,1
5563,1
5564,1
5565,0
5566,0
5567,1
5568,1
5569,1
5570,1
5571,1
5572,0
5573,1
5574,1
5575,0
5576,1
5577,1
5578,1
5579,1
5580,0
5581,1
5582,0
5583,1
5584,0
5585,0
5586,1
5587,0
5588,1
5589,1
5590,0
5591,1
5592,0
5593,1
5594,1
5595,0
5596,0
5597,1
5598,1
5599,0
5600,1
5601,0
5602,0
5603,0
5604,1
5605,1
5606,1
5607,0
5608,1
5609,0
5610,1
5611,0
5612,0
5613,0
5614,1
5615,1
5616,1
5617,1
5618,0
5619,0
5620,1
5621,1
5622,1
5623,1
5624,1
5625,1
5626,1
5627,1
5628,1
5629,1
5630,0
5631,0
5632,0
5633,0
5634,1
5635,0
5636,0
5637,0
5638,0
5639,0
5640,1
5641,1
5642,0
5643,1
5644,0
5645,0
5646,1
5647,0
5648,0
5649,0
5650,0
5651,1
5652,0
5653,1
5654,1
5655,0
5656,0
5657,0
5658,1
5659,1
5660,1
5661,1
5662,0
5663,1
5664,0
5665,1
5666,1
5667,0
5668,1
5669,0
5670,1
5671,1
5672,0
5673,0
5674,1
5675,0
5676,0
5677,0
5678,1
5679,1
5680,0
5681,1
5682,0
5683,1
5684,0
5685,1
5686,1
5687,1
5688,1
5689,0
5690,0
5691,0
5692,1
5693,0
5694,1
5695,0
5696,0
5697,1
5698,0
5699,1
5700,0
5701,0
5702,0
5703,1
5704,1
5705,0
5706,0
5707,0
5708,1
5709,0
5710,1
5711,0
5712,0
5713,0
5714,0
5715,1
5716,1
5717,0
5718,1
5719,1
5720,1
5721,0
5722,0
5723,0
5724,0
5725,1
5726,0
5727,1
5728,1
5729,0
5730,0
5731,0
5732,0
5733,1
5734,1
5735,0
5736,0
5737,1
5738,1
5739,0
5740,1
5741,0
5742,0
5743,1
5744,1
5745,0
5746,0
5747,1
5748,1
5749,1
5750,0
5751,1
5752,0
5753,1
5754,0
5755,1
5756,1
5757,0
5758,0
5759,0
5760,1
5761,1
5762,0
5763,1
5764,1
5765,1
5766,1
5767,1
5768,0
5769,1
5770,1
5771,0
5772,0
5773,1
5774,1
5775,1
5776,0
5777,0
5778,1
5779,0
5780,0
5781,0
5782,1
5783,0
5784,1
5785,1
5786,0
5787,1
5788,1
5789,1
5790,0
5791,0
5792,1
5793,1
5794,1
5795,0
5796,1
